Year,Region,Indicator,Characteristic,Age,Cases,Rate,RSE,LowerConfidenceInterval,UpperConfidenceInterval,Denominator
2017,ACT,Women who gave birth in hospital by establishment sector,Public,0 to 85+,"4,425",84.3,0.6,83.3,85.3,"5,249"
2017,ACT,Women who gave birth in hospital by establishment sector,Private,0 to 85+,824,15.7,3.2,14.7,16.7,"5,249"
2018,ACT,Women who gave birth in hospital by establishment sector,Public,0 to 85+,"4,294",85.4,0.6,84.4,86.4,"5,027"
2018,ACT,Women who gave birth in hospital by establishment sector,Private,0 to 85+,733,14.6,3.4,13.6,15.6,"5,027"
2019,ACT,Women who gave birth in hospital by establishment sector,Public,0 to 85+,"4,406",83.9,0.6,82.9,84.8,"5,254"
2019,ACT,Women who gave birth in hospital by establishment sector,Private,0 to 85+,848,16.1,3.1,15.2,17.1,"5,254"
2020,ACT,Women who gave birth in hospital by establishment sector,Public,0 to 85+,"4,255",83.7,0.6,82.7,84.8,"5,081"
2020,ACT,Women who gave birth in hospital by establishment sector,Private,0 to 85+,826,16.3,3.2,15.2,17.3,"5,081"
2001,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,464",65.2,1.2,63.7,66.7,"3,779"
2001,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,315",34.8,2.2,33.3,36.3,"3,779"
2002,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,456",62.1,1.2,60.6,63.6,"3,956"
2002,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,500",37.9,2,36.4,39.4,"3,956"
2003,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,499",62,1.2,60.5,63.5,"4,033"
2003,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,534",38,2,36.5,39.5,"4,033"
2004,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,428",60.9,1.3,59.4,62.4,"3,986"
2004,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,558",39.1,2,37.6,40.6,"3,986"
2005,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,530",60.3,1.3,58.8,61.8,"4,194"
2005,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,664",39.7,1.9,38.2,41.2,"4,194"
2006,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,744",61.6,1.2,60.1,63,"4,458"
2006,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,714",38.4,1.9,37,39.9,"4,458"
2007,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,845",62.9,1.1,61.5,64.3,"4,521"
2007,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,676",37.1,1.9,35.7,38.5,"4,521"
2008,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"2,861",61,1.2,59.6,62.4,"4,689"
2008,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,828",39,1.8,37.6,40.4,"4,689"
2009,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"3,091",64.5,1.1,63.2,65.9,"4,792"
2009,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,701",35.5,1.9,34.1,36.8,"4,792"
2010,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"3,286",67.6,1,66.3,68.9,"4,861"
2010,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,575",32.4,2.1,31.1,33.7,"4,861"
2011,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"3,391",71.9,0.9,70.6,73.2,"4,716"
2011,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,325",28.1,2.3,26.8,29.4,"4,716"
2012,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"3,721",72.3,0.9,71.1,73.5,"5,147"
2012,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,426",27.7,2.3,26.5,28.9,"5,147"
2013,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"3,931",75.1,0.8,73.9,76.3,"5,235"
2013,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,304",24.9,2.4,23.7,26.1,"5,235"
2014,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,142",76.7,0.8,75.6,77.8,"5,402"
2014,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,260",23.3,2.5,22.2,24.4,"5,402"
2015,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,205",77.9,0.7,76.8,79,"5,395"
2015,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,190",22.1,2.6,21,23.2,"5,395"
2016,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,328",77.9,0.7,76.8,79,"5,555"
2016,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,227",22.1,2.5,21,23.2,"5,555"
2017,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,170",79.4,0.7,78.4,80.5,"5,249"
2017,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,079",20.6,2.7,19.5,21.6,"5,249"
2018,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,009",79.7,0.7,78.6,80.9,"5,027"
2018,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,018",20.3,2.8,19.1,21.4,"5,027"
2019,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,213",80.2,0.7,79.1,81.3,"5,254"
2019,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,"1,041",19.8,2.8,18.7,20.9,"5,254"
2020,ACT,Women who gave birth in hospital by patient election status,Public,0 to 85+,"4,105",80.8,0.7,79.7,81.9,"5,081"
2020,ACT,Women who gave birth in hospital by patient election status,Private,0 to 85+,976,19.2,2.9,18.1,20.3,"5,081"
2001,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,048",80,0.8,78.7,81.2,"3,811"
2001,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,91,2.4,10.4,1.9,2.9,"3,811"
2001,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,233,6.1,6.3,5.4,6.9,"3,811"
2001,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,34,0.9,17.1,0.6,1.2,"3,811"
2001,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,290,7.6,5.6,6.8,8.4,"3,811"
2001,ACT,Women who gave birth by their country of birth,America,0 to 85+,75,2,11.4,1.5,2.4,"3,811"
2001,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,40,1,15.7,0.7,1.4,"3,811"
2002,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,222",81,0.8,79.8,82.2,"3,976"
2002,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,102,2.6,9.8,2.1,3.1,"3,976"
2002,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,219,5.5,6.6,4.8,6.2,"3,976"
2002,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,33,0.8,17.3,0.6,1.1,"3,976"
2002,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,295,7.4,5.6,6.6,8.2,"3,976"
2002,ACT,Women who gave birth by their country of birth,America,0 to 85+,73,1.8,11.6,1.4,2.2,"3,976"
2002,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,32,0.8,17.6,0.5,1.1,"3,976"
2003,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,201",79,0.8,77.8,80.3,"4,050"
2003,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,98,2.4,10,2,2.9,"4,050"
2003,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,250,6.2,6.1,5.4,6.9,"4,050"
2003,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,37,0.9,16.4,0.6,1.2,"4,050"
2003,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,346,8.5,5.1,7.7,9.4,"4,050"
2003,ACT,Women who gave birth by their country of birth,America,0 to 85+,78,1.9,11.2,1.5,2.4,"4,050"
2003,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,40,1,15.7,0.7,1.3,"4,050"
2004,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,248",80.9,0.8,79.7,82.1,"4,016"
2004,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,91,2.3,10.4,1.8,2.7,"4,016"
2004,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,199,5,6.9,4.3,5.6,"4,016"
2004,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,46,1.1,14.7,0.8,1.5,"4,016"
2004,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,325,8.1,5.3,7.2,8.9,"4,016"
2004,ACT,Women who gave birth by their country of birth,America,0 to 85+,71,1.8,11.8,1.4,2.2,"4,016"
2004,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,36,0.9,16.6,0.6,1.2,"4,016"
2005,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,363",79.7,0.8,78.5,80.9,"4,221"
2005,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,93,2.2,10.3,1.8,2.6,"4,221"
2005,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,213,5,6.7,4.4,5.7,"4,221"
2005,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,48,1.1,14.4,0.8,1.5,"4,221"
2005,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,383,9.1,4.9,8.2,9.9,"4,221"
2005,ACT,Women who gave birth by their country of birth,America,0 to 85+,75,1.8,11.4,1.4,2.2,"4,221"
2005,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,46,1.1,14.7,0.8,1.4,"4,221"
2006,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,525",78.7,0.8,77.5,79.9,"4,480"
2006,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,139,3.1,8.3,2.6,3.6,"4,480"
2006,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,231,5.2,6.4,4.5,5.8,"4,480"
2006,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,52,1.2,13.8,0.8,1.5,"4,480"
2006,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,407,9.1,4.7,8.2,9.9,"4,480"
2006,ACT,Women who gave birth by their country of birth,America,0 to 85+,81,1.8,11,1.4,2.2,"4,480"
2006,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,45,1,14.8,0.7,1.3,"4,480"
2007,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,598",79.2,0.8,78,80.4,"4,542"
2007,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,98,2.2,10,1.7,2.6,"4,542"
2007,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,207,4.6,6.8,4,5.2,"4,542"
2007,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,64,1.4,12.4,1.1,1.8,"4,542"
2007,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,445,9.8,4.5,8.9,10.7,"4,542"
2007,ACT,Women who gave birth by their country of birth,America,0 to 85+,84,1.8,10.8,1.5,2.2,"4,542"
2007,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,46,1,14.7,0.7,1.3,"4,542"
2008,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,628",77.1,0.8,75.9,78.3,"4,708"
2008,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,94,2,10.2,1.6,2.4,"4,708"
2008,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,246,5.2,6.2,4.6,5.9,"4,708"
2008,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,75,1.6,11.5,1.2,2,"4,708"
2008,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,525,11.2,4.1,10.2,12,"4,708"
2008,ACT,Women who gave birth by their country of birth,America,0 to 85+,83,1.8,10.9,1.4,2.1,"4,708"
2008,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,57,1.2,13.2,0.9,1.5,"4,708"
2009,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,682",76.4,0.8,75.2,77.6,"4,819"
2009,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,85,1.8,10.8,1.4,2.1,"4,819"
2009,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,225,4.7,6.5,4.1,5.3,"4,819"
2009,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,91,1.9,10.4,1.5,2.3,"4,819"
2009,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,569,11.8,3.9,10.9,12.7,"4,819"
2009,ACT,Women who gave birth by their country of birth,America,0 to 85+,101,2.1,9.8,1.7,2.5,"4,819"
2009,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,66,1.4,12.2,1,1.7,"4,819"
2010,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,612",73.8,0.9,72.5,75,"4,896"
2010,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,87,1.8,10.6,1.4,2.2,"4,896"
2010,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,218,4.5,6.6,3.9,5,"4,896"
2010,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,122,2.5,8.9,2.1,2.9,"4,896"
2010,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,678,13.8,3.6,12.9,14.8,"4,896"
2010,ACT,Women who gave birth by their country of birth,America,0 to 85+,102,2.1,9.8,1.7,2.5,"4,896"
2010,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,77,1.6,11.3,1.2,1.9,"4,896"
2011,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,375",71.1,0.9,69.8,72.4,"4,748"
2011,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,108,2.3,9.5,1.8,2.7,"4,748"
2011,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,238,5,6.3,4.4,5.6,"4,748"
2011,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,135,2.8,8.5,2.4,3.3,"4,748"
2011,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,713,15,3.5,14,16,"4,748"
2011,ACT,Women who gave birth by their country of birth,America,0 to 85+,106,2.2,9.6,1.8,2.6,"4,748"
2011,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,73,1.5,11.6,1.2,1.9,"4,748"
2012,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,590",69.3,0.9,68,70.5,"5,182"
2012,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,101,1.9,9.9,1.6,2.3,"5,182"
2012,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,255,4.9,6.1,4.3,5.5,"5,182"
2012,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,144,2.8,8.2,2.3,3.2,"5,182"
2012,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,900,17.4,3,16.3,18.4,"5,182"
2012,ACT,Women who gave birth by their country of birth,America,0 to 85+,103,2,9.8,1.6,2.4,"5,182"
2012,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,89,1.7,10.5,1.4,2.1,"5,182"
2013,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,594",68.3,0.9,67,69.6,"5,262"
2013,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,126,2.4,8.8,2,2.8,"5,262"
2013,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,247,4.7,6.2,4.1,5.3,"5,262"
2013,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,132,2.5,8.6,2.1,2.9,"5,262"
2013,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,977,18.6,2.9,17.5,19.6,"5,262"
2013,ACT,Women who gave birth by their country of birth,America,0 to 85+,103,2,9.8,1.6,2.3,"5,262"
2013,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,83,1.6,10.9,1.2,1.9,"5,262"
2014,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,638",66.8,1,65.6,68.1,"5,443"
2014,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,98,1.8,10,1.4,2.2,"5,443"
2014,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,250,4.6,6.2,4,5.2,"5,443"
2014,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,153,2.8,8,2.4,3.2,"5,443"
2014,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,076",19.8,2.7,18.7,20.8,"5,443"
2014,ACT,Women who gave birth by their country of birth,America,0 to 85+,115,2.1,9.2,1.7,2.5,"5,443"
2014,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,113,2.1,9.3,1.7,2.4,"5,443"
2015,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,578",65.8,1,64.6,67.1,"5,436"
2015,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,112,2.1,9.4,1.7,2.4,"5,436"
2015,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,273,5,5.9,4.4,5.6,"5,436"
2015,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,142,2.6,8.3,2.2,3,"5,436"
2015,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,096",20.2,2.7,19.1,21.2,"5,436"
2015,ACT,Women who gave birth by their country of birth,America,0 to 85+,134,2.5,8.5,2,2.9,"5,436"
2015,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,101,1.9,9.9,1.5,2.2,"5,436"
2016,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,662",65.5,1,64.3,66.8,"5,587"
2016,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,113,2,9.3,1.6,2.4,"5,587"
2016,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,234,4.2,6.4,3.7,4.7,"5,587"
2016,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,130,2.3,8.7,1.9,2.7,"5,587"
2016,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,210",21.7,2.5,20.6,22.7,"5,587"
2016,ACT,Women who gave birth by their country of birth,America,0 to 85+,123,2.2,8.9,1.8,2.6,"5,587"
2016,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,115,2.1,9.2,1.7,2.4,"5,587"
2017,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,366",63.6,1,62.3,64.9,"5,293"
2017,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,108,2,9.5,1.7,2.4,"5,293"
2017,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,228,4.3,6.5,3.8,4.8,"5,293"
2017,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,181,3.4,7.3,2.9,3.9,"5,293"
2017,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,160",21.9,2.6,20.8,23,"5,293"
2017,ACT,Women who gave birth by their country of birth,America,0 to 85+,140,2.6,8.3,2.2,3.1,"5,293"
2017,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,110,2.1,9.4,1.7,2.5,"5,293"
2018,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,207",63.3,1.1,62,64.6,"5,068"
2018,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,92,1.8,10.3,1.4,2.2,"5,068"
2018,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,195,3.8,7,3.3,4.4,"5,068"
2018,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,139,2.7,8.4,2.3,3.2,"5,068"
2018,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,202",23.7,2.5,22.6,24.9,"5,068"
2018,ACT,Women who gave birth by their country of birth,America,0 to 85+,113,2.2,9.3,1.8,2.6,"5,068"
2018,ACT,Women who gave birth by their country of birth,Sub-Saharan Africa,0 to 85+,120,2.4,9,2,2.8,"5,068"
2019,ACT,Women who gave birth by their country of birth,Australia,0 to 85+,"3,312",62.3,1.1,61,63.6,"5,317"
2019,ACT,Women who gave birth by their country of birth,Other Oceania and Antarctica,0 to 85+,111,2.1,9.4,1.7,2.5,"5,317"
2019,ACT,Women who gave birth by their country of birth,Europe,0 to 85+,236,4.4,6.4,3.9,5,"5,317"
2019,ACT,Women who gave birth by their country of birth,North Africa and the Middle East,0 to 85+,154,2.9,7.9,2.4,3.4,"5,317"
2019,ACT,Women who gave birth by their country of birth,Asia,0 to 85+,"1,264",23.8,2.5,22.6,24.9,"5,317"
2019,ACT,Women who gave birth by their country of birth,America,0 to 85+,127,2.4,8.8,2,2.8,"5,317"
